directory,gopr_folder,patch_number,patch_relpath,source_image_relpath,confidence,grabcut_applied
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3108,GOPR3108,14,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3108\Coral14.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3108.JPG,0.2573,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3108,GOPR3108,21,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3108\Coral21.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3108.JPG,0.1982,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3108,GOPR3108,22,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3108\Coral22.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3108.JPG,0.1933,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3108,GOPR3108,23,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3108\Coral23.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3108.JPG,0.1912,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109,GOPR3109,13,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109\Coral13.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109.JPG,0.3701,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109,GOPR3109,14,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109\Coral14.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109.JPG,0.3478,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109,GOPR3109,18,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109\Coral18.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109.JPG,0.27,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109,GOPR3109,19,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109\Coral19.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109.JPG,0.2641,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109,GOPR3109,20,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109\Coral20.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109.JPG,0.2573,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109,GOPR3109,21,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109\Coral21.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3109.JPG,0.2259,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110,GOPR3110,13,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110\Coral13.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110.JPG,0.4847,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110,GOPR3110,19,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110\Coral19.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110.JPG,0.4148,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110,GOPR3110,24,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110\Coral24.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110.JPG,0.3193,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110,GOPR3110,28,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110\Coral28.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110.JPG,0.2743,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110,GOPR3110,38,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110\Coral38.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3110.JPG,0.1634,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3111,GOPR3111,14,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3111\Coral14.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3111.JPG,0.3307,False
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3111,GOPR3111,17,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3111\Coral17.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3111.JPG,0.2462,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3111,GOPR3111,18,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3111\Coral18.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3111.JPG,0.2197,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3111,GOPR3111,20,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3111\Coral20.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3111.JPG,0.1562,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3112,GOPR3112,11,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3112\Coral11.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3112.JPG,0.4593,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3112,GOPR3112,12,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3112\Coral12.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3112.JPG,0.4136,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3112,GOPR3112,18,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3112\Coral18.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3112.JPG,0.2971,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3112,GOPR3112,22,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3112\Coral22.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3112.JPG,0.2467,False
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3112,GOPR3112,25,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3112\Coral25.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3112.JPG,0.2066,False
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3112,GOPR3112,26,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3112\Coral26.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3112.JPG,0.1714,False
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113,GOPR3113,13,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113\Coral13.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113.JPG,0.4594,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113,GOPR3113,14,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113\Coral14.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113.JPG,0.4589,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113,GOPR3113,24,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113\Coral24.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113.JPG,0.3508,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113,GOPR3113,27,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113\Coral27.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113.JPG,0.3318,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113,GOPR3113,29,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113\Coral29.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113.JPG,0.2912,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113,GOPR3113,36,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113\Coral36.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113.JPG,0.181,False
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113,GOPR3113,40,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113\Coral40.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113.JPG,0.1586,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113,GOPR3113,41,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113\Coral41.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3113.JPG,0.1544,False
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3114,GOPR3114,9,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3114\Coral9.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3114.JPG,0.3344,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3114,GOPR3114,17,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3114\Coral17.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3114.JPG,0.2086,False
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3114,GOPR3114,20,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3114\Coral20.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3114.JPG,0.1908,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3115,GOPR3115,25,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3115\Coral25.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3115.JPG,0.2211,False
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3115,GOPR3115,26,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3115\Coral26.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3115.JPG,0.2143,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3115,GOPR3115,29,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3115\Coral29.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3115.JPG,0.1739,False
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3115,GOPR3115,30,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3115\Coral30.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3115.JPG,0.1721,False
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3115,GOPR3115,31,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3115\Coral31.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3115.JPG,0.1543,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3116,GOPR3116,8,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3116\Coral8.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3116.JPG,0.4712,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3116,GOPR3116,12,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3116\Coral12.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3116.JPG,0.397,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3116,GOPR3116,18,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3116\Coral18.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3116.JPG,0.2687,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3116,GOPR3116,20,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3116\Coral20.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3116.JPG,0.2423,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3116,GOPR3116,25,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3116\Coral25.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3116.JPG,0.2253,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3116,GOPR3116,27,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3116\Coral27.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3116.JPG,0.1916,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3116,GOPR3116,28,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3116\Coral28.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3116.JPG,0.1797,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3116,GOPR3116,34,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3116\Coral34.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3116.JPG,0.1503,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3117,GOPR3117,22,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3117\Coral22.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3117.JPG,0.3537,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3117,GOPR3117,29,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3117\Coral29.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3117.JPG,0.3071,False
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3117,GOPR3117,31,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3117\Coral31.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3117.JPG,0.2734,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3117,GOPR3117,34,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3117\Coral34.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3117.JPG,0.2532,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3117,GOPR3117,37,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3117\Coral37.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3117.JPG,0.2049,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3118,GOPR3118,11,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3118\Coral11.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3118.JPG,0.2051,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3118,GOPR3118,12,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3118\Coral12.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3118.JPG,0.1882,False
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3118,GOPR3118,13,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3118\Coral13.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3118.JPG,0.1682,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3119,GOPR3119,14,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3119\Coral14.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3119.JPG,0.209,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3121,GOPR3121,9,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3121\Coral9.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3121.JPG,0.2639,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3121,GOPR3121,13,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3121\Coral13.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3121.JPG,0.2013,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3121,GOPR3121,15,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3121\Coral15.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3121.JPG,0.1942,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3121,GOPR3121,20,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3121\Coral20.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3121.JPG,0.176,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3121,GOPR3121,24,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3121\Coral24.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3121.JPG,0.1513,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3122,GOPR3122,9,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3122\Coral9.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3122.JPG,0.2865,False
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3122,GOPR3122,11,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3122\Coral11.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3122.JPG,0.2153,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3122,GOPR3122,13,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3122\Coral13.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3122.JPG,0.1953,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3123,GOPR3123,20,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3123\Coral20.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3123.JPG,0.2966,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3123,GOPR3123,28,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3123\Coral28.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3123.JPG,0.2055,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3123,GOPR3123,32,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3123\Coral32.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3123.JPG,0.1772,False
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3124,GOPR3124,12,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3124\Coral12.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3124.JPG,0.4387,False
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3124,GOPR3124,13,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3124\Coral13.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3124.JPG,0.4221,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3124,GOPR3124,15,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3124\Coral15.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3124.JPG,0.4007,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3124,GOPR3124,18,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3124\Coral18.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3124.JPG,0.3464,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3124,GOPR3124,24,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3124\Coral24.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3124.JPG,0.2377,False
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3125,GOPR3125,5,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3125\Coral5.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3125.JPG,0.4575,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3125,GOPR3125,9,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3125\Coral9.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3125.JPG,0.3956,False
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3125,GOPR3125,10,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3125\Coral10.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3125.JPG,0.3831,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3126,GOPR3126,7,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3126\Coral7.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3126.JPG,0.1785,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3126,GOPR3126,8,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3126\Coral8.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3126.JPG,0.1774,False
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3127,GOPR3127,3,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3127\Coral3.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3127.JPG,0.2774,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3127,GOPR3127,5,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3127\Coral5.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3127.JPG,0.1625,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3128,GOPR3128,9,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3128\Coral9.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3128.JPG,0.4543,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3128,GOPR3128,15,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3128\Coral15.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3128.JPG,0.2706,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3128,GOPR3128,19,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3128\Coral19.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3128.JPG,0.2137,False
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3129,GOPR3129,19,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3129\Coral19.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3129.JPG,0.4325,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3129,GOPR3129,32,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3129\Coral32.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3129.JPG,0.2755,False
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3129,GOPR3129,40,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3129\Coral40.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3129.JPG,0.1655,False
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3129,GOPR3129,41,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3129\Coral41.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3129.JPG,0.1654,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3129,GOPR3129,42,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3129\Coral42.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3129.JPG,0.1549,False
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3129,GOPR3129,43,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3129\Coral43.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3129.JPG,0.1546,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3130,GOPR3130,20,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3130\Coral20.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3130.JPG,0.3571,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3130,GOPR3130,30,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3130\Coral30.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3130.JPG,0.2592,False
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3130,GOPR3130,32,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3130\Coral32.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3130.JPG,0.2295,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3130,GOPR3130,38,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3130\Coral38.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3130.JPG,0.1628,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131,GOPR3131,12,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131\Coral12.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131.JPG,0.5555,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131,GOPR3131,13,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131\Coral13.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131.JPG,0.5341,False
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131,GOPR3131,24,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131\Coral24.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131.JPG,0.3822,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131,GOPR3131,29,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131\Coral29.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131.JPG,0.3244,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131,GOPR3131,36,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131\Coral36.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131.JPG,0.2592,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131,GOPR3131,38,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131\Coral38.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131.JPG,0.2504,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131,GOPR3131,43,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131\Coral43.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131.JPG,0.2239,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131,GOPR3131,44,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131\Coral44.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131.JPG,0.2156,False
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131,GOPR3131,46,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131\Coral46.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131.JPG,0.1825,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131,GOPR3131,49,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131\Coral49.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131.JPG,0.1657,True
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131,GOPR3131,52,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131\Coral52.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131.JPG,0.1532,False
Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131,GOPR3131,54,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131\Coral54.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T1\GOPR3131.JPG,0.1517,True
