image_relpath,num_detections
Sapangan (Deep Only)\2024_AUG_SAP_D\2024_AUG_S_T3\GOPR5053.JPG,31
Sapangan (Deep Only)\2024_AUG_SAP_D\2024_AUG_S_T3\GOPR5054.JPG,26
Sapangan (Deep Only)\2024_AUG_SAP_D\2024_AUG_S_T3\GOPR5055.JPG,22
Sapangan (Deep Only)\2024_AUG_SAP_D\2024_AUG_S_T3\GOPR5056.JPG,22
Sapangan (Deep Only)\2024_AUG_SAP_D\2024_AUG_S_T3\GOPR5057.JPG,30
Sapangan (Deep Only)\2024_AUG_SAP_D\2024_AUG_S_T3\GOPR5058.JPG,35
Sapangan (Deep Only)\2024_AUG_SAP_D\2024_AUG_S_T3\GOPR5059.JPG,21
Sapangan (Deep Only)\2024_AUG_SAP_D\2024_AUG_S_T3\GOPR5060.JPG,24
Sapangan (Deep Only)\2024_AUG_SAP_D\2024_AUG_S_T3\GOPR5061.JPG,17
Sapangan (Deep Only)\2024_AUG_SAP_D\2024_AUG_S_T3\GOPR5062.JPG,45
Sapangan (Deep Only)\2024_AUG_SAP_D\2024_AUG_S_T3\GOPR5063.JPG,41
Sapangan (Deep Only)\2024_AUG_SAP_D\2024_AUG_S_T3\GOPR5064.JPG,30
Sapangan (Deep Only)\2024_AUG_SAP_D\2024_AUG_S_T3\GOPR5065.JPG,21
Sapangan (Deep Only)\2024_AUG_SAP_D\2024_AUG_S_T3\GOPR5066.JPG,10
Sapangan (Deep Only)\2024_AUG_SAP_D\2024_AUG_S_T3\GOPR5067.JPG,14
Sapangan (Deep Only)\2024_AUG_SAP_D\2024_AUG_S_T3\GOPR5068.JPG,30
Sapangan (Deep Only)\2024_AUG_SAP_D\2024_AUG_S_T3\GOPR5069.JPG,18
Sapangan (Deep Only)\2024_AUG_SAP_D\2024_AUG_S_T3\GOPR5070.JPG,46
Sapangan (Deep Only)\2024_AUG_SAP_D\2024_AUG_S_T3\GOPR5071.JPG,55
Sapangan (Deep Only)\2024_AUG_SAP_D\2024_AUG_S_T3\GOPR5072.JPG,12
Sapangan (Deep Only)\2024_AUG_SAP_D\2024_AUG_S_T3\GOPR5073.JPG,16
Sapangan (Deep Only)\2024_AUG_SAP_D\2024_AUG_S_T3\GOPR5074.JPG,26
Sapangan (Deep Only)\2024_AUG_SAP_D\2024_AUG_S_T3\GOPR5075.JPG,39
Sapangan (Deep Only)\2024_AUG_SAP_D\2024_AUG_S_T3\GOPR5082.JPG,39
Sapangan (Deep Only)\2024_AUG_SAP_D\2024_AUG_S_T3\GOPR5083.JPG,12
Sapangan (Deep Only)\2024_AUG_SAP_D\2024_AUG_S_T3\GOPR5084.JPG,15
Sapangan (Deep Only)\2024_AUG_SAP_D\2024_AUG_S_T3\GOPR5085.JPG,35
